#TXnode RXnode MCS CHANNEL TXPOWER FPS SIZE Vmu Vsd Verr Imu Isd Ierr Pmu Perr loss status
192-168-0-110 node-2 6 44 15 100 847 11.97205631696000000000 .00794577006615613248 .002 .32825535361333333333 .05855252319224792835 .00047169811320754716 3.92989157980244589457 .00568522939000326881 -1145 OK|90+/-2
192-168-0-110 node-2 6 44 15 200 522 11.97210483393333333333 .00789699803649136600 .002 .34427697350666666666 .07143842221044054168 .00047169811320754716 4.12172001873110213291 .00568904138875989897 -2469 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 822 11.97213805407333333333 .00774758624324234676 .002 .34968028604666666666 .07073182551222501100 .00047169811320754716 4.18642065933854644074 .00569037499446093271 -2474 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 1147 11.97217704502000000000 .00790174733669267420 .002 .35574179237666666666 .07111675793098357060 .00047169811320754716 4.25900372064619949605 .00569189590443217171 -2490 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 247 11.97209933789333333333 .00783269909930151025 .002 .33937915935000000000 .06882853969670016302 .00047169811320754716 4.06308100894893106663 .00568786154541181496 -2470 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 572 11.97212920662666666666 .00792496011078928207 .002 .34558196293333333333 .07191511756525657060 .00047169811320754716 4.13735191171753412766 .00568936928004707565 -2494 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 497 11.97213009968000000000 .00797424697272286833 .002 .34438179446666666666 .07208360777648126027 .00047169811320754716 4.12298364731619127235 .00568907859600956207 -2463 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 772 11.97214567844666666666 .00799106753365142509 .002 .34898607435666666666 .07131178408714525626 .00047169811320754716 4.17811212194723391028 .00569020809001215789 -2487 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 622 11.97213288194000000000 .00783231227120958258 .002 .34653198117000000000 .07184740382616169353 .00047169811320754716 4.14872692640916991306 .00568960213624232076 -2467 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 1472 11.97219368849333333333 .00797133921423369236 .002 .36196658720000000000 .06972067795157982813 .00047169811320754716 4.33353409072131177661 .00569347328142525579 -2466 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 447 11.97211600752666666666 .00790168348322661175 .002 .34307470570333333333 .07145354121338607651 .00047169811320754716 4.10733017592837720488 .00568875609671618721 -2466 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 397 11.97211961583333333333 .00796967296096309839 .002 .34246268169333333333 .07157666580765653406 .00047169811320754716 4.10000418919164298277 .00568861027756978620 -2476 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 947 11.97214600423333333333 .00786140440185123474 .002 .35216267460333333333 .07080580238298930540 .00047169811320754716 4.21614295759242074244 .00569099103148573763 -2475 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 72 11.97208681833333333333 .00789748148532449868 .002 .33653374173333333333 .06506236563482895416 .00047169811320754716 4.02901117333003438507 .00568717937497681973 -2450 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 197 11.97209774684000000000 .00795632282771673801 .002 .33869868939666666666 .06809571191394449655 .00047169811320754716 4.05493381618349399892 .00568769855362693777 -2461 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 372 11.97211302912666666666 .00793519599007965902 .002 .34187652503333333333 .07100267968465003405 .00047169811320754716 4.09298439970411901909 .00568846616224390403 -2465 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 1322 11.97218512789333333333 .00790217466931255386 .002 .35913455492000000000 .07046503021699332287 .00047169811320754716 4.29962537732581554390 .00569275185406660071 -2485 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 1172 11.97217391562000000000 .00792306026692969122 .002 .35642381022333333333 .07115521125981026535 .00047169811320754716 4.26716784366168441998 .00569206510445140551 -2481 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 997 11.97216586170666666666 .00785937474401321825 .002 .35343593780666666666 .07094571961041170135 .00047169811320754716 4.23139366890925528084 .00569131604849768907 -2475 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 172 11.97209847872000000000 .00799788785549499437 .002 .33812371027333333333 .06777345878095634643 .00047169811320754716 4.04805035738253603534 .00568756205250248148 -2462 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 122 11.97208906818666666666 .00794691087715422916 .002 .33704846018666666666 .06643056145978265853 .00047169811320754716 4.03517418564994095184 .00568730235262220958 -2461 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 347 11.97210295785333333333 .00799636183563785900 .002 .34140597267333333333 .07056026910011344939 .00047169811320754716 4.08734745527120829168 .00568834840202721848 -2453 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 1122 11.97216619367333333333 .00788540968932901164 .002 .35534385139000000000 .07127078806265835938 .00047169811320754716 4.25423564474103891820 .00569179139593327770 -2470 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 597 11.97213384987333333333 .00790927845257459499 .002 .34570685409333333333 .07185085583838942881 .00047169811320754716 4.13884873002401752444 .00568940180383206543 -2467 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 1097 11.97218026078666666666 .00798594532203499374 .002 .35526928819000000000 .07146854033870371652 .00047169811320754716 4.25334795933204763610 .00569177936118003962 -2481 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 1047 11.97215570484000000000 .00783989127831405325 .002 .35408207497333333333 .07096627417268232801 .00047169811320754716 4.23912573387357725749 .00569147194203750863 -2497 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 272 11.97210817728666666666 .00782067684227332973 .002 .34000480579000000000 .06937236674730034666 .00047169811320754716 4.07057431571522398915 .00568801514316308145 -2467 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 1247 11.97217140214000000000 .00794406517514648226 .002 .35777558995333333333 .07093929718304167460 .00047169811320754716 4.28335068642306443046 .00569240314134530970 -2480 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 1347 11.97218278128000000000 .00789469085973779343 .002 .35940796765000000000 .07030267020472750044 .00047169811320754716 4.30289788175416926559 .00569281977624894603 -2472 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 922 11.97214866008666666666 .00798892657214502378 .002 .35162827160666666666 .07074699237916779081 .00047169811320754716 4.20974594076434483052 .00569086009648548380 -2471 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 1222 11.97218455673333333333 .00780330841273464405 .002 .35720876884333333333 .07095668886207299731 .00047169811320754716 4.27656930587588241400 .00569226690634496600 -2482 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 147 11.97207912717333333333 .00799807500763692263 .002 .33789588438000000000 .06729861739097875255 .00047169811320754716 4.04531626454357195621 .00568749883037374522 -2456 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 322 11.97211196112000000000 .00788936657161342326 .002 .34080645223333333333 .07024160129441711190 .00047169811320754716 4.08017300320956193712 .00568820881360512028 -2518 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 1072 11.97217383220666666666 .00793187403156893118 .002 .35487534439666666666 .07146421251082803501 .00047169811320754716 4.24862931188110139911 .00569167804950236007 -2485 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 97 11.97209218130000000000 .00792270774244871915 .002 .33677545602666666666 .06587759933561903680 .00047169811320754716 4.03190680395059796422 .00568723912003954692 -2447 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 1297 11.97218160568666666666 .00799087066645120655 .002 .35858918636000000000 .07081786914031765189 .00047169811320754716 4.29309486093734014909 .00569261268761685823 -2493 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 747 11.97213772571333333333 .00794885603020506655 .002 .34841506743333333333 .07150848269240120466 .00047169811320754716 4.17127317302556500389 .00569006439816647857 -2477 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 647 11.97212465156666666666 .00789284427251861532 .002 .34694307619333333333 .07179541833186302097 .00047169811320754716 4.15364575518457831832 .00568969849441720066 -2456 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 1447 11.97219891447333333333 .00775519271299421482 .002 .36109365963333333333 .06957494200391594067 .00047169811320754716 4.32308511988539663705 .00569325400200786931 -2499 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 1397 11.97219594877333333333 .00787898527601063739 .002 .36031078007333333333 .07015042810433325972 .00047169811320754716 4.31371126149332081273 .00569305421018757909 -2492 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 1272 11.97218950578666666666 .00802507588435334796 .002 .35816522024333333333 .07087403279861821154 .00047169811320754716 4.28802189113500551943 .00569250962067431819 -2487 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 472 11.97212107090666666666 .00788777133703480212 .002 .34398072733666666666 .07183534110722860631 .00047169811320754716 4.11817891373310784293 .00568897731159008842 -2468 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 222 11.97209542270000000000 .00796262961505552699 .002 .33893438208333333333 .06840669056001313553 .00047169811320754716 4.05775476433552788991 .00568775362577947375 -2441 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 972 11.97215722212666666666 .00794150052074468732 .002 .35282298119000000000 .07092450412341179484 .00047169811320754716 4.22405220238611956512 .00569115987400041679 -2502 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 297 11.97210332813333333333 .00785307950210536197 .002 .34035734653666666666 .06972401606797656696 .00047169811320754716 4.07479332122625725348 .00568809720875039722 -2456 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 797 11.97214012954000000000 .00793091299598954622 .002 .34896511261333333333 .07109248729110610003 .00047169811320754716 4.17785922852753322122 .00569020035010090044 -2494 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 422 11.97212250171333333333 .00782612612372158298 .002 .34272995171666666666 .07151660139463367172 .00047169811320754716 4.10320496695822927552 .00568867601385526085 -2479 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 1197 11.97216647014666666666 .00788752664742614292 .002 .35634559910333333333 .07093079958861930191 .00047169811320754716 4.26622883336925341972 .00569204203259919277 -2539 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 1372 11.97218410366666666666 .00789940076894200754 .002 .35995457891666666666 .07022828055916284363 .00047169811320754716 4.30944248774814534761 .00569295853635785845 -2488 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 722 11.97212803960000000000 .00791731535352145298 .002 .34794692536666666666 .07145291045817988938 .00047169811320754716 4.16566514147487851110 .00568994527797844818 -2463 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 1422 11.97218855000666666666 .00795377793736604894 .002 .36059814360666666666 .06989447978836969697 .00047169811320754716 4.31714896604139435787 .00569312352528696939 -2476 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 547 11.97212008552666666666 .00792938870344382537 .002 .34468339803333333333 .07155989386234024753 .00047169811320754716 4.12659103274245275575 .00568914696756082493 -2467 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 872 11.97214151562666666666 .00788981152612841950 .002 .35081499683333333333 .07095242362068906430 .00047169811320754716 4.20000678789278760047 .00569065597778548110 -2471 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 897 11.97215430182666666666 .00789713773816620473 .002 .35084511162000000000 .07072267584025650390 .00047169811320754716 4.20037181235624003655 .00569066938931129612 -2480 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 1022 11.97216554897333333333 .00782934120511046765 .002 .35345619931666666666 .07071408793791316255 .00047169811320754716 4.23163613253004850945 .00569132093529964535 -2490 OK|190+/-1
192-168-0-110 node-2 6 44 15 200 672 11.97213371549333333333 .00793156547132691643 .002 .34705828934666666666 .07169272823601431971 .00047169811320754716 4.15502824712866874553 .00568973084411522053 -2460 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 697 11.97213519222666666666 .00793348899009807790 .002 .34754285780666666666 .07140237228951829174 .00047169811320754716 4.16083007875422231323 .00568984984627201212 -2471 OK|190+/-2
192-168-0-110 node-2 6 44 15 200 847 11.97214452774666666666 .00782694702597651481 .002 .35020421265000000000 .07090207102668087473 .00047169811320754716 4.19269544807152747865 .00569050690352287245 -2477 OK|190+/-1
